Claim ID,Item Type,Item ID,Item Label,Item URL,Item Status,Item Note
PKR-CLM-001,Source record,EPH-0028,1990 Haro Invert,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0028/,INCLUDED WITH ATTRIBUTION,Reconstruction should be compared against official scan before exact-copy or specification claims are elevated.
PKR-CLM-001,Source record,EPH-0029,1990 Haro Shredder,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0029/,OPEN — locate original catalog page,"The advanced registry lists the model, but a dedicated catalog page was not recovered in this pass."
PKR-CLM-001,Source record,EPH-0030,1991 Haro/Fusion catalog offer,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0030/,INCLUDED — mailer object,"Period publication exposes the offer; retain as promotional ephemera, not as the catalog itself."
PKR-CLM-001,Source record,EPH-0031,Ashtabula component catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0031/,EXACT ID RECOVERED,Two technical discussions independently cite reference 5027; the edition date remains approximate.
PKR-CLM-001,Source record,EPH-0032,Ashtabula crank length range,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0032/,INCLUDED WITH ATTRIBUTION,"This is an externally interpreted catalog fact, not direct page transcription in this research route."
PKR-CLM-001,Source record,EPH-0033,Ashtabula fork sizing and 6-3/4-inch steerer discussion,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0033/,INCLUDED WITH ATTRIBUTION,Technical interpretation depends on the cited discussion; retain attribution and do not generalize beyond the described page.
PKR-CLM-001,Source record,EPH-0034,Mongoose 1979/80 catalog — Ashtabula one-piece cranks,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0034/,INCLUDED — visual page inspected,"Page image was inspected in this research sequence. It corroborates product presence, not the edition/date of reference 5027."
PKR-CLM-001,Source record,EPH-0035,Mongoose 1976–77 accessories — Ashtabula/Cecor pedals,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0035/,INCLUDED — visual page inspected,Page image was inspected; exact OEM/branding relationship requires separate corporate verification.
PKR-CLM-001,Source record,EPH-0036,1978 Redline product catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0036/,INCLUDED WITH ATTRIBUTION,Current historical archive summarizes the catalog; original page structure and BMXMuseum ID remain open.
PKR-CLM-001,Source record,EPH-0037,First Red Line magazine advertisement featuring John Palfreyman,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0037/,OPEN — exact issue/page,"USA BMX supports the rider/ad relationship; publication, issue, page and product still require recovery."
PKR-CLM-001,Source record,EPH-0038,RL 20 II Prostyler first dedicated freestyle kit,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0038/,INCLUDED WITH ATTRIBUTION,Modern historical page summarizes the launch; period advertisement/catalog page remains to be located.
PKR-CLM-001,Source record,EPH-0039,Vintage Mongoose catalog and dealer-price archive,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0039/,INCLUDED — discovery hub,Archive stewardship does not automatically grant republication rights for each scan.
PKR-CLM-001,Source record,EPH-0040,1976–77 Bicycle and Components Catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0040/,INCLUDED — page inspected,Page images may be inspected for facts; the scan is not embedded or republished.
PKR-CLM-001,Source record,EPH-0041,1979/80 Bicycle and Components Catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0041/,INCLUDED — page inspected,Catalog date is printed on cover; page-specific claims remain tied to inspected pages.
PKR-CLM-001,Source record,EPH-0042,1985 Repco price list — Mongoose and parts,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0042/,INCLUDED WITH CURRENCY CAUTION,Public summary exposes selected prices; currency is likely AUD from Australian context but should be verified from the scan.
PKR-CLM-001,Source record,EPH-0043,PK Ripper late-1970s debut,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0043/,INCLUDED WITH ATTRIBUTION,"Current marketing history supports a broad debut claim, not an exact first advertisement or catalog page."
PKR-CLM-001,Source record,EPH-0044,Perry Kramer initials on PK Ripper,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0044/,INCLUDED — relationship evidence,First-person statement supports the relationship; catalog/advertisement evidence remains separate.
PKR-CLM-001,Source record,EPH-0045,Silver Streak team advertisement and product naming,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0045/,INCLUDED — campaign object,Repeated issues support campaign continuity; exact original US placement and complete copy are not reproduced.
PKR-CLM-001,Source record,EPH-0046,Free Diamond Back and Pro Star info pack and decal,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0046/,INCLUDED — mailer/flyer lead,The offer is visible in multiple issues; contents of the pack are not recovered in this pass.
PKR-CLM-001,Source record,EPH-0047,First Torker advertisement in BMX Weekly,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0047/,OPEN — period issue/page,Official Torker history supplies the date; period issue/page and exact image remain to be recovered.
PKR-CLM-001,Source record,EPH-0048,Fullerton-era Torker model archive,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0048/,INCLUDED — discovery and verification hub,Modern official synthesis draws from BMXMuseum and period magazines; each underlying claim should retain source attribution.
PKR-CLM-001,Source record,EPH-0049,1979 National Number One team / 1980 world-pro chronology,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0049/,INCLUDED WITH ATTRIBUTION,Modern historical synthesis should be cross-checked against period result and team-ad objects.
PKR-CLM-001,Source record,EPH-0050,Pontin's BMX Open Championships & Trade Exhibition,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0050/,INCLUDED — exact dates/venue,People: Mike Pardon; Andy Preston (freestyle demos referenced in surrounding promotion); Venue: Pontin's Middleton Tower Holiday Centre; Offer: Booking and trade forms offered; race weekend over three dates
PKR-CLM-001,Source record,EPH-0051,Lee Cooper BMX Indoor Grand Prix pre-registration,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0051/,INCLUDED — exact dates pending,People: Rider roster not fully extracted; Venue: Pickett's Lock Centre; Offer: Coupon requested latest information and pre-registration forms
PKR-CLM-001,Source record,EPH-0052,AFA Expert & Pro Contest — Austin,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0052/,INCLUDED,People: Dennis McCoy; Robert Peterson; Rick Allison; other pros; Venue: Austin City Coliseum; Offer: Pre-registration only; expert and pro classes
PKR-CLM-001,Source record,EPH-0053,BMX Plus! / GT Hide-A-Contest,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0053/,INCLUDED — prize details open,People: Not applicable; Venue: Mail-in entry; Offer: No purchase necessary; mail-in form with published deadline and drawing date
PKR-CLM-001,Source record,EPH-0054,Diamond Back and Pro Star Info Pack & Decal,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0054/,INCLUDED — contents unresolved,People: Diamond Back factory team / Harry Leary context in campaign copy; Venue: Direct-to-factory mail request; Offer: Free info pack and decal offered
PKR-CLM-001,Source record,EPH-0055,1991 Haro/Fusion catalog request,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0055/,INCLUDED,People: Not applicable; Venue: Mail request; Offer: Send $2 for a 1991 catalog
PKR-CLM-001,Source record,EPH-0056,Send SAE for price list and free sticker,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0056/,INCLUDED WITH LIMITS,People: Not applicable; Venue: Mail-order dealer advertisement; Offer: Self-addressed envelope for price list and free sticker
PKR-CLM-001,Source record,EPH-0057,"Ramp Jam — Moorhead, Minnesota",https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0057/,INCLUDED — venue open,People: Ramp riders; Venue: Venue not exposed in indexed text; Offer: Contact Rob Staiger for information
PKR-CLM-001,Source record,EPH-0058,DYNO Tour promotional stop listing,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0058/,INCLUDED — stops pending,People: Tour riders not fully extracted; Venue: Multiple stops; exact venues not itemized; Offer: Publicity listing of stops and route context
PKR-CLM-001,Source record,EPH-0059,Diamond Back Silver Streak free draw at Lee Cooper event,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0059/,INCLUDED,People: Event attendees; Venue: Lee Cooper BMX Indoor Grand Prix context; Offer: Free draw each day for riders attending
PKR-CLM-001,Source record,EPH-0060,Langsett Cycles BMX product advertisement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0060/,INCLUDED — deeper transcription deferred,People: Not applicable; Venue: Langsett Cycles; Offer: Retail prices and carriage terms; broad product inventory
PKR-CLM-001,Source record,EPH-0061,SR Cycles product and team promotion,https://article134-tech.github.io/lititzbmx-public-knowledge-register/records/EPH-0061/,INCLUDED,People: SR Jets; Venue: SR Cycles; Offer: Free SR Jets race shirt with each bike bought through end of October; money-order hold offer
PKR-CLM-002,Canonical object,OBJ-0001,1996 GT/Dyno — The BMX & Freestyle Catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0001,Lead — locate exact reference ID and edition/page count.,2 source occurrence(s): EPH-0001 | EPH-0018
PKR-CLM-002,Canonical object,OBJ-0002,1992 GT/Dyno Product Catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0002,Lead — locate exact reference and compare with independent catalog archives.,2 source occurrence(s): EPH-0002 | EPH-0017
PKR-CLM-002,Canonical object,OBJ-0003,1999 GT/Dyno BMX/Freestyle — Part 2,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0003,"Lead — locate part 1, exact reference IDs and page ranges.",2 source occurrence(s): EPH-0003 | EPH-0019
PKR-CLM-002,Canonical object,OBJ-0004,1990 Haro BMX Catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0004,Verified catalog existence — recover exact BMXMuseum ID and compare editions/pages.,2 source occurrence(s): EPH-0004 | EPH-0023
PKR-CLM-002,Canonical object,OBJ-0005,1987 Dia-Compe 182 Aerial Brake Lever,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0005,"Lead — identify publication, page and exact BMXMuseum reference.",1 source occurrence(s): EPH-0005
PKR-CLM-002,Canonical object,OBJ-0006,Ashtabula component catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0006,Exact reference recovered — inspect edition/page structure only through permitted access.,2 source occurrence(s): EPH-0006 | EPH-0031
PKR-CLM-002,Canonical object,OBJ-0007,1997 Hoffman catalog — George model specification,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0007,Open — record exact page and compare with other Hoffman catalogs.,1 source occurrence(s): EPH-0007
PKR-CLM-002,Canonical object,OBJ-0008,Tioga Rhino III frame advertisement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0008,"Lead — recover exact thread, magazine issue and page.",1 source occurrence(s): EPH-0008
PKR-CLM-002,Canonical object,OBJ-0009,First Torker advertisement in BMX Weekly,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0009,Priority — locate the period issue and ad image lawfully.,2 source occurrence(s): EPH-0009 | EPH-0047
PKR-CLM-002,Canonical object,OBJ-0010,First Red Line magazine advertisement featuring John Palfreyman,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0010,"Priority — identify magazine, issue, page and product shown.",2 source occurrence(s): EPH-0010 | EPH-0037
PKR-CLM-002,Canonical object,OBJ-0011,JMC Racing Fliers and Price List,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0011,"Priority — locate exact reference ID, count pages and transcribe only clearly labeled factual price fields.",1 source occurrence(s): EPH-0011
PKR-CLM-002,Canonical object,OBJ-0012,Vintage JMC Racing Equipment dealer's price list from Azusa collection,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0012,Corroboration lead — do not merge with BMXMuseum set until directly compared.,1 source occurrence(s): EPH-0012
PKR-CLM-002,Canonical object,OBJ-0013,July 1979 JMC advertisement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0013,Included — index metadata; do not reproduce image or extended copy.,1 source occurrence(s): EPH-0013
PKR-CLM-002,Canonical object,OBJ-0014,April 1981 JMC advertisement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0014,Included — preserve claim-level evidence and recover page/issue details.,1 source occurrence(s): EPH-0014
PKR-CLM-002,Canonical object,OBJ-0015,1981 JMC Factory Team advertisement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0015,Included — identify publication/issue and riders shown before detailed extraction.,1 source occurrence(s): EPH-0015
PKR-CLM-002,Canonical object,OBJ-0016,JMC 3.1 XL naming-contest announcement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0016,Lead — locate the ABA paper issue and announcement; do not imply an exact scan has been found.,1 source occurrence(s): EPH-0016
PKR-CLM-002,Canonical object,OBJ-0017,Dynamic BMX complete-bike price advertisement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0017,INCLUDED — clear prices only,1 source occurrence(s): EPH-0020
PKR-CLM-002,Canonical object,OBJ-0018,Complete-bike mail-order price advertisement,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0018,INCLUDED — clear prices only,1 source occurrence(s): EPH-0021
PKR-CLM-002,Canonical object,OBJ-0019,BMX Plus! / GT Hide-A-Contest entry form,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0019,INCLUDED — bibliographic facts; prize details open,2 source occurrence(s): EPH-0022 | EPH-0053
PKR-CLM-002,Canonical object,OBJ-0020,1990 Haro Group 1A,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0020,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0024
PKR-CLM-002,Canonical object,OBJ-0021,1990 Haro Group 1B,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0021,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0025
PKR-CLM-002,Canonical object,OBJ-0022,1990 Haro Group 1C,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0022,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0026
PKR-CLM-002,Canonical object,OBJ-0023,1990 Haro Master / Team Master,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0023,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0027
PKR-CLM-002,Canonical object,OBJ-0024,1990 Haro Invert,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0024,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0028
PKR-CLM-002,Canonical object,OBJ-0025,1990 Haro Shredder,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0025,OPEN — locate original catalog page,1 source occurrence(s): EPH-0029
PKR-CLM-002,Canonical object,OBJ-0026,1991 Haro/Fusion catalog offer,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0026,INCLUDED — mailer object,2 source occurrence(s): EPH-0030 | EPH-0055
PKR-CLM-002,Canonical object,OBJ-0027,Ashtabula crank length range,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0027,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0032
PKR-CLM-002,Canonical object,OBJ-0028,Ashtabula fork sizing and 6-3/4-inch steerer discussion,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0028,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0033
PKR-CLM-002,Canonical object,OBJ-0029,Mongoose 1979/80 catalog — Ashtabula one-piece cranks,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0029,INCLUDED — visual page inspected,1 source occurrence(s): EPH-0034
PKR-CLM-002,Canonical object,OBJ-0030,Mongoose 1976–77 accessories — Ashtabula/Cecor pedals,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0030,INCLUDED — visual page inspected,1 source occurrence(s): EPH-0035
PKR-CLM-002,Canonical object,OBJ-0031,1978 Redline product catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0031,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0036
PKR-CLM-002,Canonical object,OBJ-0032,RL 20 II Prostyler first dedicated freestyle kit,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0032,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0038
PKR-CLM-002,Canonical object,OBJ-0033,Vintage Mongoose catalog and dealer-price archive,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0033,INCLUDED — discovery hub,1 source occurrence(s): EPH-0039
PKR-CLM-002,Canonical object,OBJ-0034,1976–77 Bicycle and Components Catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0034,INCLUDED — page inspected,1 source occurrence(s): EPH-0040
PKR-CLM-002,Canonical object,OBJ-0035,1979/80 Bicycle and Components Catalog,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0035,INCLUDED — page inspected,1 source occurrence(s): EPH-0041
PKR-CLM-002,Canonical object,OBJ-0036,1985 Repco price list — Mongoose and parts,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0036,INCLUDED WITH CURRENCY CAUTION,1 source occurrence(s): EPH-0042
PKR-CLM-002,Canonical object,OBJ-0037,PK Ripper late-1970s debut,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0037,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0043
PKR-CLM-002,Canonical object,OBJ-0038,Perry Kramer initials on PK Ripper,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0038,INCLUDED — relationship evidence,1 source occurrence(s): EPH-0044
PKR-CLM-002,Canonical object,OBJ-0039,Silver Streak team advertisement and product naming,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0039,INCLUDED — campaign object,1 source occurrence(s): EPH-0045
PKR-CLM-002,Canonical object,OBJ-0040,Free Diamond Back and Pro Star info pack and decal,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0040,INCLUDED — mailer/flyer lead,2 source occurrence(s): EPH-0046 | EPH-0054
PKR-CLM-002,Canonical object,OBJ-0041,Fullerton-era Torker model archive,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0041,INCLUDED — discovery and verification hub,1 source occurrence(s): EPH-0048
PKR-CLM-002,Canonical object,OBJ-0042,1979 National Number One team / 1980 world-pro chronology,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0042,INCLUDED WITH ATTRIBUTION,1 source occurrence(s): EPH-0049
PKR-CLM-002,Canonical object,OBJ-0043,Pontin's BMX Open Championships & Trade Exhibition,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0043,INCLUDED — exact dates/venue,1 source occurrence(s): EPH-0050
PKR-CLM-002,Canonical object,OBJ-0044,Lee Cooper BMX Indoor Grand Prix pre-registration,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0044,INCLUDED — exact dates pending,1 source occurrence(s): EPH-0051
PKR-CLM-002,Canonical object,OBJ-0045,AFA Expert & Pro Contest — Austin,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0045,INCLUDED,1 source occurrence(s): EPH-0052
PKR-CLM-002,Canonical object,OBJ-0046,Send SAE for price list and free sticker,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0046,INCLUDED WITH LIMITS,1 source occurrence(s): EPH-0056
