Chronology ID,Start Year,End Year,Date Text,Brand / Promoter,Title,Object Type,Source Stage,Master ID,Duplicate Group,Confidence,Source URL,Chronology Note
CHR-0112,1982,1982,August/September 1982,Raleigh; Halfords,Raleigh Burner five-model range launch,Product announcement / kit,v1.1 chronological census,EPH-0112,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0113,1982,1982,August/September 1982,Paul Connors; Diamond Back,Home-built Diamond Back II project letter,Product-history object,v1.1 chronological census,EPH-0113,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0114,1982,1982,August/September 1982,Ramsey BMX Club; Steve's Team Mongoose,Ramsey BMX Club free-entry visitor notice,Event notice / contact flyer,v1.1 chronological census,EPH-0114,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0115,1982,1982,August/September 1982,ACS,ACS experimental 26-inch Z-rim production note,Product-history object,v1.1 chronological census,EPH-0115,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0116,1982,1982,August/September 1982,Gecko Leisure Products,Gecko BMX product-range advertisement,Dealer/shop advertisement,v1.1 chronological census,EPH-0116,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0117,1982,1982,August/September 1982,Redline,Redline PL-20 Carrera complete-package advertisement,Product literature,v1.1 chronological census,EPH-0117,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0118,1982,1982,August/September 1982,Kuwahara,Kuwahara frame-and-fork range advertisement,Product literature,v1.1 chronological census,EPH-0118,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0119,1982,1982,August/September 1982,MCS; Race Inc; Powerlite; Gecko,"MCS, Race Inc, and Powerlite range advertisement",Dealer advertisement / price-list lead,v1.1 chronological census,EPH-0119,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0120,1982,1982,August/September 1982,SE Racing; PK Ripper,PK Ripper editorial test,Product-history object,v1.1 chronological census,EPH-0120,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0121,1982,1982,August/September 1982,Ammaco; Andy Ruffell,Ammaco BMX thrash test,Product-history object,v1.1 chronological census,EPH-0121,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0122,1982,1982,August/September 1982,Tim March; March Racing Developments,Tim March profile and March Racing Developments launch,Factory-team history,v1.1 chronological census,EPH-0122,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0123,1982,1982,August/September 1982,March Racing Developments,March Racing Developments number-plate offer,Product literature,v1.1 chronological census,EPH-0123,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0124,1982,1982,August/September 1982,Hotshot BMX Racing,Hotshot retail and trade price-list/sticker service,Dealer price-list / sticker offer,v1.1 chronological census,EPH-0124,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0125,1982,1982,August/September 1982,DC Racing,DC Racing price-list and sticker mailer,Dealer price-list / sticker offer,v1.1 chronological census,EPH-0125,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0126,1982,1982,August/September 1982,Piranha,Piranha cast-wheel model announcement,Product announcement / kit,v1.1 chronological census,EPH-0126,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0127,1982,1982,August/September 1982,Surrey BMX,Surrey BMX six-page bargain-list advertisement,Retailer advertisement / price list,v1.1 chronological census,EPH-0127,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0128,1982,1982,August/September 1982,Cooper,Cooper convertible BMX helmet mailer,Product literature,v1.1 chronological census,EPH-0128,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0129,1982,1982,August/September 1982,Lee; SunTour,Lee and SunTour sealed bottom-bracket product note,Product announcement / kit,v1.1 chronological census,EPH-0129,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0130,1982,1982,August/September 1982,Araya,Araya aerodynamic sew-up race-wheel note,Product literature,v1.1 chronological census,EPH-0130,,MEDIUM,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0131,1982,1982,August/September 1982,Profile; Hotshot BMX,Profile mini BMX build feature,Product-history object,v1.1 chronological census,EPH-0131,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0132,1982,1982,August/September 1982,Patterson Racing Products,Patterson chromoly frame-and-fork advertisement,Product literature,v1.1 chronological census,EPH-0132,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0133,1982,1982,August/September 1982,KHS; Action Bike Distributing,KHS Duster four-model range and RRPs,Retailer advertisement / price list,v1.1 chronological census,EPH-0133,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0134,1982,1982,August/September 1982,SJK Products; Action Bike Distributing,SJK Hurricane distributor announcement,Product literature,v1.1 chronological census,EPH-0134,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0135,1982,1982,August/September 1982,Dartford cycle retailer,Summer chrome-plating service advertisement,Dealer/shop advertisement,v1.1 chronological census,EPH-0135,,MEDIUM,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0136,1982,1982,August/September 1982,Dartford cycle retailer,Twenty-pence BMX catalogue mailer,Catalog mailer,v1.1 chronological census,EPH-0136,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,Dated period-publication placement
CHR-0166,1982,1983,December 1982/January 1983,Shimano,Shimano DX platform-pedal advertisement,Product literature,v1.1 chronological census,EPH-0166,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0167,1982,1983,December 1982/January 1983,Shimano,Shimano DX micro-adjust seatpost announcement,Product announcement / kit,v1.1 chronological census,EPH-0167,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0168,1982,1983,December 1982/January 1983,Pro-Lite; Freewheeler,Pro-Lite protective-equipment information-pack placement,Information-pack mailer,v1.1 chronological census,EPH-0168,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0169,1982,1983,December 1982/January 1983,Halfords; California,Halfords California BMX model-range price advertisement,Retailer advertisement / price list,v1.1 chronological census,EPH-0169,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0170,1982,1983,December 1982/January 1983,Halfords; Raleigh; Haro,Halfords Raleigh Burner and free Haro plate promotion,Event prize promotion,v1.1 chronological census,EPH-0170,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0171,1982,1983,December 1982/January 1983,Lee Cooper; BMX Action Bike,British and world BMX wheelie-record attempt notice,Event notice / contact flyer,v1.1 chronological census,EPH-0171,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0172,1982,1983,December 1982/January 1983,Lee Cooper; BMX Action Bike,British and world bunnyhop-record attempt notice,Event notice / contact flyer,v1.1 chronological census,EPH-0172,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0173,1982,1983,December 1982/January 1983,Lee Cooper; BMX Action Bike,Lee Cooper BMX coaching clinic,Event flyer / trade-exhibition notice,v1.1 chronological census,EPH-0173,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0174,1982,1983,December 1982/January 1983,Lee Cooper; BMX Action Bike,Lee Cooper freestyle stunt competition,Event entry / pre-registration advertisement,v1.1 chronological census,EPH-0174,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0175,1982,1983,December 1982/January 1983,Diamond Back; Lee Cooper,Diamond Back Teamfinder race series launch,Factory-team history,v1.1 chronological census,EPH-0175,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0176,1982,1983,December 1982/January 1983,BMX Action Bike,First National BMX Poll ballot,Contest entry form,v1.1 chronological census,EPH-0176,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0177,1982,1983,December 1982/January 1983,Diamond Back; Harry Leary,Diamond Back Turbo national-poll prize,Event prize promotion,v1.1 chronological census,EPH-0177,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0178,1982,1983,December 1982/January 1983,Skyway,Skyway Tuff II national-poll prize,Event prize promotion,v1.1 chronological census,EPH-0178,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0179,1982,1983,December 1982/January 1983,Bell,Bell lightweight helmet national-poll prize,Event prize promotion,v1.1 chronological census,EPH-0179,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0180,1982,1983,December 1982/January 1983,Asahi; Ron Kitching,Asahi Action Spokes product advertisement,Product literature,v1.1 chronological census,EPH-0180,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0181,1982,1983,December 1982/January 1983,King Sticker,King Sticker five-sticker and jumbo-pack offer,Information-pack mailer,v1.1 chronological census,EPH-0181,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0182,1982,1983,December 1982/January 1983,Raleigh; Cycle Warehouse,Raleigh Pro Burner Christmas price promotion,Retailer advertisement / price list,v1.1 chronological census,EPH-0182,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0183,1982,1983,December 1982/January 1983,Diatron,Diatron Wildcat convertible helmet launch,Product announcement / kit,v1.1 chronological census,EPH-0183,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0184,1982,1983,December 1982/January 1983,Piranha,Piranha cast-wheel bicycle launch advertisement,Product announcement / kit,v1.1 chronological census,EPH-0184,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0185,1982,1983,December 1982/January 1983,Hot Wheels BMX Centre,Hot Wheels BMX Centre imported-product advertisement,Dealer/shop advertisement,v1.1 chronological census,EPH-0185,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0186,1982,1983,December 1982/January 1983,Kuwahara; Isaac Henderson BMX,Original and replica Kuwahara E.T. price advertisement,Retailer advertisement / price list,v1.1 chronological census,EPH-0186,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0187,1982,1983,December 1982/January 1983,BMX Action Bike,Nine-bike shootout overview,Product-history object,v1.1 chronological census,EPH-0187,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0188,1982,1983,December 1982/January 1983,Huffy,Huffy Pro 2 shootout test,Product-history object,v1.1 chronological census,EPH-0188,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0189,1982,1983,December 1982/January 1983,Cycle Pro,Cycle Pro Macho shootout test,Product-history object,v1.1 chronological census,EPH-0189,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0190,1982,1983,December 1982/January 1983,Falcon,Falcon BMX shootout test,Product-history object,v1.1 chronological census,EPH-0190,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0191,1982,1983,December 1982/January 1983,California; Halfords,California Star and Trax Pro comparison,Product-history object,v1.1 chronological census,EPH-0191,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
CHR-0192,1982,1983,December 1982/January 1983,BMX Action Bike,ABMX repeat light-and-reflector offer,Information-pack mailer,v1.1 chronological census,EPH-0192,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated period-publication placement
