Canonical Object ID,Title,Brand / Promoter,Date Text,Object Type,Source Occurrence Count,Member Record IDs,Duplicate Group,Canonical Decision,Confidence,Rights Code,Research Status,Object URL,Category ID,Primary Category
OBJ-0011,JMC Racing Fliers and Price List,JMC Racing,Undated,Combined flyer / price-list set,1,EPH-0011,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,"Priority — locate exact reference ID, count pages and transcribe only clearly labeled factual price fields.",https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0011,PKR-CAT-002,Advertisements and price lists
OBJ-0012,Vintage JMC Racing Equipment dealer's price list from Azusa collection,JMC Racing; Azusa collection,Undated vintage document; public post 2026,Dealer price list,1,EPH-0012,,RETAIN — unique source record,LOW-MEDIUM,INDEX-ONLY,Corroboration lead — do not merge with BMXMuseum set until directly compared.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0012,PKR-CAT-007,Dealers and distributors
OBJ-0013,July 1979 JMC advertisement,JMC Racing,July 1979 issue; ran over multiple months,Magazine advertisement,1,EPH-0013,,RETAIN — unique source record,HIGH for bibliographic identity,INDEX-ONLY / PERMISSION REQUIRED,Included — index metadata; do not reproduce image or extended copy.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0013,PKR-CAT-002,Advertisements and price lists
OBJ-0014,April 1981 JMC advertisement,JMC Racing; Black Shadow; 3.1 XL,April 1981; appeared in multiple months,Magazine advertisement,1,EPH-0014,,RETAIN — unique source record,HIGH for source/date; MEDIUM-HIGH for summarized claims,INDEX-ONLY,Included — preserve claim-level evidence and recover page/issue details.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0014,PKR-CAT-002,Advertisements and price lists
OBJ-0015,1981 JMC Factory Team advertisement,JMC Racing; JMC Factory Team,1981,Team advertisement,1,EPH-0015,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,Included — identify publication/issue and riders shown before detailed extraction.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0015,PKR-CAT-006,"Teams, riders, and brand campaigns"
OBJ-0016,JMC 3.1 XL naming-contest announcement,JMC Racing; Bicycle Harbor of Arizona; Matt Raymer,1980,Promotional announcement / naming contest,1,EPH-0016,,RETAIN — unique source record,HIGH for historical claim; LOW for object recovery,INDEX-ONLY,Lead — locate the ABA paper issue and announcement; do not imply an exact scan has been found.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0016,PKR-CAT-004,Contests and promotions
OBJ-0017,Dynamic BMX complete-bike price advertisement,GT; Dyno; Haro; Auburn,August 1987,Retailer advertisement / price list,1,EPH-0020,,RETAIN — unique source record,MEDIUM-HIGH for clear rows,INDEX-ONLY,INCLUDED — clear prices only,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0017,PKR-CAT-002,Advertisements and price lists
OBJ-0018,Complete-bike mail-order price advertisement,GT; Dyno; Skyway; Haro,July 1987,Retailer advertisement / price list,1,EPH-0021,,RETAIN — unique source record,MEDIUM-HIGH for clear rows,INDEX-ONLY,INCLUDED — clear prices only,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0018,PKR-CAT-002,Advertisements and price lists
OBJ-0019,BMX Plus! / GT Hide-A-Contest entry form,GT; BMX Plus!,Deadline 1987-09-28; drawing 1987-10-05,Contest entry form / promotion,2,EPH-0022 | EPH-0053,DUP-GT-HIDE-CONTEST,MERGE identity; preserve source occurrence,HIGH for dates,INDEX-ONLY,INCLUDED — bibliographic facts; prize details open,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0019,PKR-CAT-004,Contests and promotions
OBJ-0020,1990 Haro Group 1A,Haro,1990,Catalog model page,1,EPH-0024,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0020,PKR-CAT-001,Catalogs and product literature
OBJ-0021,1990 Haro Group 1B,Haro,1990,Catalog model page,1,EPH-0025,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0021,PKR-CAT-001,Catalogs and product literature
OBJ-0022,1990 Haro Group 1C,Haro,1990,Catalog model page,1,EPH-0026,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0022,PKR-CAT-001,Catalogs and product literature
OBJ-0023,1990 Haro Master / Team Master,Haro,1990,Catalog model page,1,EPH-0027,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0023,PKR-CAT-001,Catalogs and product literature
OBJ-0024,1990 Haro Invert,Haro,1990,Catalog model page,1,EPH-0028,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0024,PKR-CAT-001,Catalogs and product literature
OBJ-0025,1990 Haro Shredder,Haro,1990,Catalog model list,1,EPH-0029,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,OPEN — locate original catalog page,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0025,PKR-CAT-001,Catalogs and product literature
OBJ-0026,1991 Haro/Fusion catalog offer,Haro; Fusion,1991 catalog; ad in Nov 1991,Catalog mailer / advertisement,2,EPH-0030 | EPH-0055,DUP-HARO-1991-MAILER,MERGE identity; preserve source occurrence,HIGH for offer,INDEX-ONLY,INCLUDED — mailer object,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0026,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0027,Ashtabula crank length range,Ashtabula,circa 1977; interpretation,Catalog claim,1,EPH-0032,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0027,PKR-CAT-001,Catalogs and product literature
OBJ-0028,Ashtabula fork sizing and 6-3/4-inch steerer discussion,Ashtabula,circa 1977; interpretation,Catalog claim,1,EPH-0033,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0028,PKR-CAT-001,Catalogs and product literature
OBJ-0029,Mongoose 1979/80 catalog — Ashtabula one-piece cranks,Mongoose; Ashtabula,1979/80,Manufacturer/distributor catalog page,1,EPH-0034,,RETAIN — unique source record,HIGH,INDEX-ONLY,INCLUDED — visual page inspected,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0029,PKR-CAT-001,Catalogs and product literature
OBJ-0030,Mongoose 1976–77 accessories — Ashtabula/Cecor pedals,Mongoose; Ashtabula/Cecor,1976–77,Manufacturer/distributor catalog page,1,EPH-0035,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — visual page inspected,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0030,PKR-CAT-001,Catalogs and product literature
OBJ-0031,1978 Redline product catalog,Redline,1978,Product catalog,1,EPH-0036,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0031,PKR-CAT-001,Catalogs and product literature
OBJ-0032,RL 20 II Prostyler first dedicated freestyle kit,Redline,Summer 1985,Product announcement / kit,1,EPH-0038,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0032,PKR-CAT-008,Product announcements and technical material
OBJ-0033,Vintage Mongoose catalog and dealer-price archive,Mongoose,1970s onward,Archive collection,1,EPH-0039,,RETAIN — unique source record,HIGH for archive scope,INDEX-ONLY,INCLUDED — discovery hub,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0033,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0034,1976–77 Bicycle and Components Catalog,Mongoose,1976–77,Manufacturer catalog,1,EPH-0040,,RETAIN — unique source record,HIGH,INDEX-ONLY,INCLUDED — page inspected,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0034,PKR-CAT-001,Catalogs and product literature
OBJ-0035,1979/80 Bicycle and Components Catalog,Mongoose,1979/80,Manufacturer catalog,1,EPH-0041,,RETAIN — unique source record,HIGH,INDEX-ONLY,INCLUDED — page inspected,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0035,PKR-CAT-001,Catalogs and product literature
OBJ-0036,1985 Repco price list — Mongoose and parts,Mongoose,1985,Distributor price list,1,EPH-0042,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,INCLUDED WITH CURRENCY CAUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0036,PKR-CAT-007,Dealers and distributors
OBJ-0037,PK Ripper late-1970s debut,SE Racing,Late 1970s,Product-history object,1,EPH-0043,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0037,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0038,Perry Kramer initials on PK Ripper,SE Racing,Since early 1979,Rider/model naming history,1,EPH-0044,,RETAIN — unique source record,HIGH for relationship,INDEX-ONLY,INCLUDED — relationship evidence,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0038,PKR-CAT-006,"Teams, riders, and brand campaigns"
OBJ-0039,Silver Streak team advertisement and product naming,Diamond Back,1982,Team/product advertisement,1,EPH-0045,,RETAIN — unique source record,HIGH for period object,INDEX-ONLY,INCLUDED — campaign object,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0039,PKR-CAT-006,"Teams, riders, and brand campaigns"
OBJ-0040,Free Diamond Back and Pro Star info pack and decal,Diamond Back,1982,Information-pack mailer,2,EPH-0046 | EPH-0054,DUP-DB-INFO-PACK,MERGE identity; preserve source occurrence,HIGH for offer,INDEX-ONLY,INCLUDED — mailer/flyer lead,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0040,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0041,Fullerton-era Torker model archive,Torker,1976–1984,Model archive,1,EPH-0048,,RETAIN — unique source record,HIGH for archive role,INDEX-ONLY,INCLUDED — discovery and verification hub,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0041,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0042,1979 National Number One team / 1980 world-pro chronology,Torker,1979–1980,Factory-team history,1,EPH-0049,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED WITH ATTRIBUTION,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0042,PKR-CAT-006,"Teams, riders, and brand campaigns"
OBJ-0043,Pontin's BMX Open Championships & Trade Exhibition,Pontin's; UK BMX organizers,1983-10-07 to 1983-10-09,Event flyer / trade-exhibition notice,1,EPH-0050,,RETAIN — unique source record,HIGH,INDEX-ONLY,INCLUDED — exact dates/venue,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0043,PKR-CAT-005,"Events, registration, and membership"
OBJ-0044,Lee Cooper BMX Indoor Grand Prix pre-registration,Lee Cooper,Winter 1982–83; exact event dates open,Event registration coupon,1,EPH-0051,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — exact dates pending,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0044,PKR-CAT-005,"Events, registration, and membership"
OBJ-0045,AFA Expert & Pro Contest — Austin,AFA,1987-05-02 to 1987-05-03,Event entry / pre-registration advertisement,1,EPH-0052,,RETAIN — unique source record,HIGH,INDEX-ONLY,INCLUDED,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0045,PKR-CAT-005,"Events, registration, and membership"
OBJ-0046,Send SAE for price list and free sticker,Retailer/dealer unresolved from indexed alignment,September 1982,Dealer price-list / sticker offer,1,EPH-0056,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,INCLUDED WITH LIMITS,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0046,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0047,"Ramp Jam — Moorhead, Minnesota",Local organizer; Rob Staiger contact,1987-05-02,Event notice / contact flyer,1,EPH-0057,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — venue open,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0047,PKR-CAT-005,"Events, registration, and membership"
OBJ-0048,DYNO Tour promotional stop listing,Dyno,1987,Tour promotion / route notice,1,EPH-0058,,RETAIN — unique source record,MEDIUM,INDEX-ONLY,INCLUDED — stops pending,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0048,PKR-CAT-005,"Events, registration, and membership"
OBJ-0049,Diamond Back Silver Streak free draw at Lee Cooper event,Lee Cooper; Diamond Back,Winter 1982–83,Event prize promotion,1,EPH-0059,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0049,PKR-CAT-004,Contests and promotions
OBJ-0050,Langsett Cycles BMX product advertisement,Langsett Cycles,December 1983 issue,Dealer advertisement / price-list lead,1,EPH-0060,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — deeper transcription deferred,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0050,PKR-CAT-007,Dealers and distributors
OBJ-0051,SR Cycles product and team promotion,SR Cycles; SR Jets,October 1983,Dealer/shop advertisement,1,EPH-0061,,RETAIN — unique source record,MEDIUM-HIGH,INDEX-ONLY,INCLUDED,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0051,PKR-CAT-007,Dealers and distributors
OBJ-0052,Midlands Cycles BMX mail-order special offers,Midlands Cycles; Suntour; Araya; MKS,April/May 1982,Retailer advertisement / price list,1,EPH-0062,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0052,PKR-CAT-002,Advertisements and price lists
OBJ-0053,Serval Marketing BMX product list and recommended-prices offer,Serval Marketing; JT Racing; AME; Oakley; Johar,April/May 1982,Information-pack mailer,1,EPH-0063,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0053,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0054,Strongs Cycles Kuwahara and Red Line frame/component advertisement,Strongs Cycles; Kuwahara; Red Line; Dia-Compe,April/May 1982,Retailer advertisement / price list,1,EPH-0064,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0054,PKR-CAT-002,Advertisements and price lists
OBJ-0055,Gecko BMX product range and free Redline/Kuwahara patch offer,Gecko Leisure Products; Redline; Kuwahara; Race Inc.; MCS,April/May 1982,Dealer/shop advertisement,1,EPH-0065,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0055,PKR-CAT-007,Dealers and distributors
OBJ-0056,Hotshot BMX complete-bike special and free price-list/sticker offer,Hotshot BMX; Mongoose; Redline; Kuwahara; Diamond Back; GT,April/May 1982,Dealer price-list / sticker offer,1,EPH-0066,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0056,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0057,BMX Action Bike London Dungeon caption competition,BMX Action Bike; London Dungeon,April/May 1982,Contest entry form / promotion,1,EPH-0067,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0057,PKR-CAT-004,Contests and promotions
OBJ-0058,BMX Action Bike GT Pro 4 bicycle giveaway,BMX Action Bike; GT,April/May 1982,Contest entry form,1,EPH-0068,,RETAIN — unique issue object,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0058,PKR-CAT-004,Contests and promotions
OBJ-0059,Kenda Karate free sticker mailer,"Kenda; Moore, Large & Co.",April/May 1982,Information-pack mailer,1,EPH-0069,,RETAIN — unique issue object,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0059,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0060,BMX Action Bike track and club list mailer,BMX Action Bike; UKBMX Publications,April/May 1982,Catalog mailer,1,EPH-0070,,RETAIN — unique issue object,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0060,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0061,SJK Hurricane complete bike and frame-kit advertisement,SJK Products,April/May 1982,Product literature,1,EPH-0071,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0061,PKR-CAT-001,Catalogs and product literature
OBJ-0062,CAMM Power Stem dealer advertisement,CAMM Distributing,April/May 1982,Retailer advertisement / price list,1,EPH-0072,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0062,PKR-CAT-002,Advertisements and price lists
OBJ-0063,Diamond Back Silver Streak test report and projected retail price,Diamond Back; BMX Action Bike,April/May 1982,Product-history object,1,EPH-0073,,RETAIN — unique issue object,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0063,PKR-CAT-009,Editorial tests and historical documentation
OBJ-0064,UKBMX membership and racing-licence application form,UKBMX,April/May 1982,Event registration coupon,1,EPH-0074,,RETAIN — unique issue object,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0064,PKR-CAT-005,"Events, registration, and membership"
OBJ-0065,BMX Action Bike back-issue mailer,BMX Action Bike; UKBMX Publications,April/May 1982,Catalog mailer,1,EPH-0075,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0065,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0066,Stronglite prototype frame and fork announcement,Stronglite; Paul Harvey,April/May 1982,Product announcement / kit,1,EPH-0076,,RETAIN — unique issue object,MEDIUM,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0066,PKR-CAT-008,Product announcements and technical material
OBJ-0067,Prolite racing helmet retailer offer,Prolite; Freewheeler,April/May 1982,Retailer advertisement / price list,1,EPH-0077,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0067,PKR-CAT-002,Advertisements and price lists
OBJ-0068,Pacer racing gloves retailer offer,Pacer; Gecko,April/May 1982,Retailer advertisement / price list,1,EPH-0078,,RETAIN — unique issue object,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0068,PKR-CAT-002,Advertisements and price lists
OBJ-0069,BMX Action Bike assorted sticker packet offer,BMX Action Bike; UKBMX Publications,April/May 1982,Information-pack mailer,1,EPH-0079,,RETAIN — unique issue object,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0069,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0070,MX 1000 brake-pair and BMX catalogue offer,MX 1000; retailer unresolved from indexed alignment,April/May 1982,Dealer price-list / sticker offer,1,EPH-0080,,RETAIN — unique issue object,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; verify page image before exact-layout quotation.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0070,PKR-CAT-003,"Mailers, stickers, and information packs"
OBJ-0071,Stadium Cycles Atomic Star range advertisement,Stadium Cycles; Atomic Star,June/July 1982,Magazine advertisement,1,EPH-0081,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0071,PKR-CAT-002,Advertisements and price lists
OBJ-0072,Ron Kitching BMX component-distributor brand list,Ron Kitching; SunTour; Dia-Compe; MKS; Tange,June/July 1982,Distributor price list,1,EPH-0082,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0072,PKR-CAT-007,Dealers and distributors
OBJ-0073,Raleigh Raceline event-listing service,Raleigh; BMX Action Bike,June/July 1982,Event notice / contact flyer,1,EPH-0083,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0073,PKR-CAT-005,"Events, registration, and membership"
OBJ-0074,Halfords free BMX jersey promotion,Halfords,June/July 1982,Event prize promotion,1,EPH-0084,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0074,PKR-CAT-004,Contests and promotions
