Chronology ID,Start Year,End Year,Date Text,Brand / Promoter,Title,Object Type,Source Stage,Master ID,Duplicate Group,Confidence,Source URL,Chronology Note
CHR-016,1979,1979,1979/80,Mongoose,1979/80 Bicycle and Components Catalog,Manufacturer catalog,v0.8,EPH-0041,,HIGH,https://www.vintagemongoose.com/pdfs/mongoose_cat79-80.pdf,Dated/period placement
CHR-017,1979,1979,July 1979 issue; ran over multiple months,JMC Racing,July 1979 JMC advertisement,Magazine advertisement,v0.5 inherited,EPH-0013,,HIGH for bibliographic identity,https://jmcbmx.wordpress.com/2010/02/03/july-1979-advertisement/,Dated/period placement
CHR-018,1979,1979,1979/80,Mongoose; Ashtabula,Mongoose 1979/80 catalog — Ashtabula one-piece cranks,Manufacturer/distributor catalog page,v0.7,EPH-0034,,HIGH,https://www.vintagemongoose.com/pdfs/mongoose_cat79-80.pdf,Dated/period placement
CHR-019,1979,1979,Since early 1979,SE Racing,Perry Kramer initials on PK Ripper,Rider/model naming history,v0.8,EPH-0044,,HIGH for relationship,https://www.sebikes.com/pages/perry-kramer,Dated/period placement
CHR-020,1980,1980,1980,JMC Racing; Bicycle Harbor of Arizona; Matt Raymer,JMC 3.1 XL naming-contest announcement,Promotional announcement / naming contest,v0.5 inherited,EPH-0016,,HIGH for historical claim; LOW for object recovery,https://jmcbmx.wordpress.com/about/,Dated/period placement
CHR-021,1981,1981,1981,JMC Racing; JMC Factory Team,1981 JMC Factory Team advertisement,Team advertisement,v0.5 inherited,EPH-0015,,MEDIUM-HIGH,https://jmcbmx.wordpress.com/2010/02/03/81-jmc-factory-team-advertisement/,Dated/period placement
CHR-022,1981,1981,April 1981; appeared in multiple months,JMC Racing; Black Shadow; 3.1 XL,April 1981 JMC advertisement,Magazine advertisement,v0.5 inherited,EPH-0014,,HIGH for source/date; MEDIUM-HIGH for summarized claims,https://jmcbmx.wordpress.com/2010/02/03/april-1981-advertisement/,Dated/period placement
CHR-023,1982,1982,Winter 1982–83,Lee Cooper; Diamond Back,Diamond Back Silver Streak free draw at Lee Cooper event,Event prize promotion,v0.9,EPH-0059,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Dated/period placement
CHR-024,1982,1982,1982 campaign,Diamond Back; Pro Star,Diamond Back and Pro Star Info Pack & Decal,Information-pack mailer,v0.9,EPH-0054,DUP-DB-INFO-PACK,HIGH for offer,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,Dated/period placement
CHR-025,1982,1982,1982,Diamond Back,Free Diamond Back and Pro Star info pack and decal,Information-pack mailer,v0.8,EPH-0046,DUP-DB-INFO-PACK,HIGH for offer,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,Dated/period placement
CHR-026,1982,1982,Winter 1982–83; exact event dates open,Lee Cooper,Lee Cooper BMX Indoor Grand Prix pre-registration,Event registration coupon,v0.9,EPH-0051,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,Year is provisional
CHR-027,1982,1982,September 1982,Retailer/dealer unresolved from indexed alignment,Send SAE for price list and free sticker,Dealer price-list / sticker offer,v0.9,EPH-0056,,MEDIUM,https://previouspage.co.uk/magazines/BMX%20Weekly/issues/213-september-nineteen-eighty-two,Dated/period placement
CHR-028,1982,1982,1982,Diamond Back,Silver Streak team advertisement and product naming,Team/product advertisement,v0.8,EPH-0045,,HIGH for period object,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,Dated/period placement
CHR-029,1983,1983,December 1983 issue,Langsett Cycles,Langsett Cycles BMX product advertisement,Dealer advertisement / price-list lead,v0.9,EPH-0060,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,Dated/period placement
CHR-030,1983,1983,1983-10-07 to 1983-10-09,Pontin's; UK BMX organizers,Pontin's BMX Open Championships & Trade Exhibition,Event flyer / trade-exhibition notice,v0.9,EPH-0050,,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,Dated/period placement
CHR-031,1983,1983,October 1983,SR Cycles; SR Jets,SR Cycles product and team promotion,Dealer/shop advertisement,v0.9,EPH-0061,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/85-october-nineteen-eighty-three,Dated/period placement
CHR-032,1983,1983,1983 lead,Tioga; Tange,Tioga Rhino III frame advertisement,Magazine advertisement,v0.5 inherited,EPH-0008,,LOW-MEDIUM,https://edwardkoenning.blogspot.com/2012/09/,Dated/period placement
CHR-033,1985,1985,1985,Mongoose,1985 Repco price list — Mongoose and parts,Distributor price list,v0.8,EPH-0042,,MEDIUM,https://www.bloggingadeadhorse.com/hotfoot2.php,Dated/period placement
CHR-034,1985,1985,Summer 1985,Redline,RL 20 II Prostyler first dedicated freestyle kit,Product announcement / kit,v0.8,EPH-0038,,MEDIUM-HIGH,https://www.redlinevintagebmx.com/the-rl-40-project,Dated/period placement
CHR-035,1987,1987,1987,Dia-Compe,1987 Dia-Compe 182 Aerial Brake Lever,Product literature,v0.5 inherited,EPH-0005,,MEDIUM,https://www.pinterest.com/pin/bmxmuseumcom-reference-1987-diacompe-182-aerial-brake-lever--731623901972849898/,Dated/period placement
CHR-036,1987,1987,1987-05-02 to 1987-05-03,AFA,AFA Expert & Pro Contest — Austin,Event entry / pre-registration advertisement,v0.9,EPH-0052,,HIGH,https://previouspage.co.uk/magazines/BMX%20Plus/issues/244-july-nineteen-eighty-seven,Dated/period placement
CHR-037,1987,1987,Deadline 1987-09-28; drawing 1987-10-05,GT; BMX Plus!,BMX Plus! / GT Hide-A-Contest,Contest entry form,v0.9,EPH-0053,DUP-GT-HIDE-CONTEST,HIGH for dates,https://previouspage.co.uk/issues/245-august-nineteen-eighty-seven,Dated/period placement
CHR-038,1987,1987,Deadline 1987-09-28; drawing 1987-10-05,GT; BMX Plus!,BMX Plus! / GT Hide-A-Contest entry form,Contest entry form / promotion,v0.6,EPH-0022,DUP-GT-HIDE-CONTEST,HIGH for dates,https://previouspage.co.uk/issues/245-august-nineteen-eighty-seven,Dated/period placement
CHR-039,1987,1987,July 1987,GT; Dyno; Skyway; Haro,Complete-bike mail-order price advertisement,Retailer advertisement / price list,v0.6,EPH-0021,,MEDIUM-HIGH for clear rows,https://previouspage.co.uk/magazines/BMX%20Plus/issues/244-july-nineteen-eighty-seven,Dated/period placement
CHR-040,1987,1987,1987,Dyno,DYNO Tour promotional stop listing,Tour promotion / route notice,v0.9,EPH-0058,,MEDIUM,https://previouspage.co.uk/magazines/BMX%20Plus/issues/244-july-nineteen-eighty-seven,Dated/period placement
CHR-041,1987,1987,August 1987,GT; Dyno; Haro; Auburn,Dynamic BMX complete-bike price advertisement,Retailer advertisement / price list,v0.6,EPH-0020,,MEDIUM-HIGH for clear rows,https://previouspage.co.uk/issues/245-august-nineteen-eighty-seven,Dated/period placement
CHR-042,1987,1987,1987-05-02,Local organizer; Rob Staiger contact,"Ramp Jam — Moorhead, Minnesota",Event notice / contact flyer,v0.9,EPH-0057,,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Plus/issues/243-may-nineteen-eighty-seven,Dated/period placement
CHR-043,1990,1990,1990,Haro,1990 Haro BMX Catalog,Catalog,v0.5 inherited,EPH-0004,DUP-HARO-1990-CAT,LOW-MEDIUM,https://storage.googleapis.com/dioyjtkukhpqse/haro-bmx-catalog.html,Dated/period placement
CHR-044,1990,1990,1990,Haro,1990 Haro BMX Catalog,Catalog,v0.7,EPH-0023,DUP-HARO-1990-CAT,HIGH for existence,https://archive.harobikes.com/bmx,Dated/period placement
CHR-045,1990,1990,1990,Haro,1990 Haro Group 1A,Catalog model page,v0.7,EPH-0024,,MEDIUM-HIGH,https://www.bmx-catalogue.com/haro/mid-school/1990/group-1a.html,Dated/period placement
CHR-046,1990,1990,1990,Haro,1990 Haro Group 1B,Catalog model page,v0.7,EPH-0025,,MEDIUM,https://www.bmx-catalogue.com/haro/mid-school/1990/group-1b.html,Dated/period placement
CHR-047,1990,1990,1990,Haro,1990 Haro Group 1C,Catalog model page,v0.7,EPH-0026,,MEDIUM-HIGH,https://www.bmx-catalogue.com/haro/mid-school/1990/group-1c.html,Dated/period placement
CHR-048,1990,1990,1990,Haro,1990 Haro Invert,Catalog model page,v0.7,EPH-0028,,MEDIUM-HIGH,https://www.bmx-catalogue.com/haro/mid-school/1990/invert.html,Dated/period placement
CHR-049,1990,1990,1990,Haro,1990 Haro Master / Team Master,Catalog model page,v0.7,EPH-0027,,MEDIUM-HIGH,https://www.bmx-catalogue.com/haro/mid-school/1990/master.html,Dated/period placement
CHR-050,1990,1990,1990,Haro,1990 Haro Shredder,Catalog model list,v0.7,EPH-0029,,MEDIUM,https://www.bmx-catalogue.com/advanced-search.html,Dated/period placement
CHR-051,1991,1991,1991 catalog; ad in Nov 1991,Haro; Fusion,1991 Haro/Fusion catalog offer,Catalog mailer / advertisement,v0.7,EPH-0030,DUP-HARO-1991-MAILER,HIGH for offer,https://www.previouspage.co.uk/issues/131-november-nineteen-ninety-one,Dated/period placement
CHR-052,1991,1991,Advertisement in Nov 1991,Haro; Fusion; West Coast Cycle,1991 Haro/Fusion catalog request,Catalog mailer,v0.9,EPH-0055,DUP-HARO-1991-MAILER,HIGH,https://www.previouspage.co.uk/issues/131-november-nineteen-ninety-one,Dated/period placement
CHR-053,1992,1992,1992,GT; Dyno,1992 GT/Dyno Product Catalog,Catalog,v0.5 inherited,EPH-0002,DUP-GTD-1992,MEDIUM,https://in.pinterest.com/pin/1011550766308215575/,Dated/period placement
CHR-054,1992,1992,1992,GT; Dyno,1992 GT/Dyno Product Catalog,Catalog,v0.6,EPH-0017,DUP-GTD-1992,MEDIUM,https://in.pinterest.com/pin/1011550766308215575/,Dated/period placement
CHR-055,1996,1996,1996,GT; Dyno,1996 GT/Dyno — The BMX & Freestyle Catalog,Catalog,v0.5 inherited,EPH-0001,DUP-GTD-1996,MEDIUM,https://www.pinterest.com/pin/bmxmuseumcom-reference-1996-gtdyno-the-bmx-freestyle-catalog--491877590560035755/,Dated/period placement
CHR-056,1996,1996,1996,GT; Dyno,1996 GT/Dyno — The BMX & Freestyle Catalog,Catalog,v0.6,EPH-0018,DUP-GTD-1996,MEDIUM,https://www.pinterest.com/pin/bmxmuseumcom-reference-1996-gtdyno-the-bmx-freestyle-catalog--491877590560035755/,Dated/period placement
CHR-057,1997,1997,1997,Hoffman Bikes,1997 Hoffman catalog — George model specification,Catalog,v0.5 inherited,EPH-0007,,HIGH for reference existence; MEDIUM for interpreted model data,https://bmxmuseum.com/reference/1911,Dated/period placement
CHR-058,1999,1999,1999,GT; Dyno,1999 GT/Dyno BMX/Freestyle — Part 2,Catalog,v0.5 inherited,EPH-0003,DUP-GTD-1999-P2,LOW-MEDIUM,https://www.pinterest.com/pin/bmxmuseumcom-reference-1999-gtdyno-bmxfreestyle-part-2-in-2025--798192733998105769/,Dated/period placement
CHR-059,1999,1999,1999,GT; Dyno,1999 GT/Dyno BMX/Freestyle — Part 2,Catalog,v0.6,EPH-0019,DUP-GTD-1999-P2,LOW-MEDIUM,https://www.pinterest.com/pin/bmxmuseumcom-reference-1999-gtdyno-bmxfreestyle-part-2-in-2025--798192733998105769/,Dated/period placement
CHR-060,2026,2026,Undated vintage document; public post 2026,JMC Racing; Azusa collection,Vintage JMC Racing Equipment dealer's price list from Azusa collection,Dealer price list,v0.5 inherited,EPH-0012,,LOW-MEDIUM,https://www.facebook.com/groups/553888658024748/posts/27080185384968381/,Dated/period placement
CHR-061,,,Undated,JMC Racing,JMC Racing Fliers and Price List,Combined flyer / price-list set,v0.5 inherited,EPH-0011,,MEDIUM,https://www.pinterest.com/pin/jmc-bmx-fliers-and-price-list--442478732119429034/,Year is provisional
